   9  12   3  95  86  46  36  73   5  55
 100  98  60 100  57  16  92  47  50  72
   5   1  66  68  47  75  13  80   9  50
  52  72 100  24  46  61  81  82  80  89
  28  92  23   3  49  21  79  72  97  13
  40  44  29  91  89  87  38  66  82  36
  29  96  58  69  13  49  77  77  74  51
  77  22  56  38  99  39  47  81  39  32
  31  53  35  78  93   7  59  91  29  79
  14  63  58  57  20  31  63  93  63  89
 100   7  75  93  43  97   9  71  63  36
  80  41  15  81  42  75  46  27  81  53
  86  89  51  65  57  61  65  57  64  67
  81  27  68  51  82  67  51  35  97  60
  83  87  55  19  14  83  80  35  94  47
  27  65   9  61  86  41  18   8  41  45
 100  98  33  26   4  86  97  47  42  79
  11 100  69  55  70  95  68  16  64  27
  75  13  73  25  71  54  32  28   8  25
  45  96  82  73  61  14  67  61   5  59
  57  85  36  86  79   5  64  82  40  97
  22  39  64  69  16  19  39  55  62  69
  49  25  49  44  77  69   4  48   1  66
  87   8   8  14  61  50  31   8  98  40
  63   9  14   9  44  68  47  79   4  36
  48  50  98  61  67  16  55  43  20  93
  79  21  28  22  79  76  13  20  36  72
  79  85  79   4  76  44  42   2   9  74
  43  42  17  27  74  95  45  61  14  74
  77  96  37  64   0  20  56  36   8  79
  74  94   1  53  84  42  22  11  10  96
   5   6  30  28  33  14  78  90  11  34
  17  20  86  14  43  96  74  10  35  75
  40  99  23   1  27  88  88  10   9  70
  67  45  33  78  93  23  17  41  61  69
  57  67  42  86   9  83  84  55  86   5
  37  69  31  94  75  45  69  22  21  31
  27  13  38  61  43  21  33  43  23  93
  51  17  55  85  80  40  93  96  13  57
  13  47  17  84  14  68  91  64  19  14
  50  85  29  79  64   0  76  77  53  91
  91  60  77  19  64  90  42  52  18  88
  78  17  85  95  77  18  52  96  69  54
   2  44  23  14  22  60 100  66  70  89
  12  42  98  66  72  48  86  87  85   8
  69  64  43  68   2  29  80  87  23  58
  67  95  21  99 100  41  35  87  89  39
  60  34   3  99  22  59  63   5 100  36
  92  68  16  78  62  65  27   6  91   2
  13  56  64  52   4  23  65  87  70  36
   4  32   6  57  39  78  53  44   1  19
  93  92  53  29  93  31  62  58  59  37
  99  55  87  60  39  73  69  98  71  34
  73  97  69   1  30  41  37  39  10  22
  54  86  52  17  52  14   4  44  69  11
  82  47  30  70  36   1   2  69  76  76
  35  23  39  47  54  46  21  66  30  50
  56   3   5   7  78  88  88  50  76  41
  27   7   1  48  51  56 100  22  64  61
  49  40  53  86  51  86  31  18  87   2
  56  33  58  94  36 100  91  74  98  85
  26  77  87  48  38   6  41  65  26  74
  83  75  30  74  92  67  22  96  67  26
  78  91  56  43   8  62  91  71  34  62
  55   0  75  13  21  56  73  26  10  69
  17   4  38  50  40  91  92  33  26  26
  32  54  96  64  51  92  24  29   6  83
  19  92  94  94  46  84  11  62   4 100
  55  47  28   0  77  54  95  19  21  37
  24  65  24  90  45  90  38   6  33  70
  33  35  29  89  96  10  29  68  33  57
  87  59  66  72  29  53  97  38  85  74
  29  69  74  53   1  20  43  57  85  21
  56  63  94  37  62  82   2  96  44  39
  25  52  32  24  52  15 100  76  47  83
  70  88  42  31  92  80  39  31  68  50
  30  88   4  88  75  33  41  38  90  55
  25  94  78  15  45  60  83  55  41  37
  15  24  15  83  37  26  78  24   3  30
  30  46  89  35  44   1  13  39  97   0
 100  56  50   5  56  88  40  17  96  35
  20  76  76  70  16  66  48  94  38  36
  98  21  99  27  95  59   4  15   2  25
  61  31  28  41  40  23  55  24   5  68
  39  20  82  41  56  85  49  14  10  52
  92  40  64  91  20  53  90   7  33  55
  90  21  93   9  29  73  86  82  45  30
  56  91   9  52   1  61  40   8  72  30
  89  53  93  72  52  67  24  26  85  93
  72  25  31  22  45  79  94  25  72  99
  38  56  50  64  45  12  20  83  25  98
  12  76  30  73  66  73  31  97   2  16
   4  77  40  84   3  78   2  70  44  22
  79  69  63  33  82  66  86   3  75  20
  68  38  24  90  68  47  46  96   8  35
  78  57  54  65  90  81  45  31  65  19
  44  25  78  10  32  66   7  31  54  81
  44  89  86  75  77  35  79  99   8  85
  53  47  29  60  94  54  37  10  77  16
  46  79  49  10  45  34  26  95  58  54
  24  78  76  69  71  70  39  45  57  83
  40  20  23  36  25  72   2   9  18  69
  49  82  70  92  55  25  85  22  35  41
  34  25  37  47   8  88  92   7  56   9
  55  71  14  85  96  54  22  27  13  75
  72  19   0  93  58  90  55   3  48  31
   8  77  59   6  96  49  73  74  33  52
   0  68  74  98  22  20  93  18  67  39
  98  49  85  36  83  28  51  50  73  96
  57  54  90  43  15  19  12  44  95  81
  87   4  56  36  48  75  92  72  41  54
  42  82  97  28  31  96   1  35  90  67
  36  83  40  38   4  71  74  78   2  93
  40  67  53  31  33  50  74  17  75  35
  11  63  54  22  51  63  81  47  96  26
  55  93  41  95  97  50   2   3  25  88
  56  97  47  14  46  87   3  13  22  16
  45  96  40  87   0  66  79  92  35  38
  27  76  62 100  90  54  84  41  94  81
  66  98  78  90  79  85  14  53  23  38
  64  70  17  81  88  63  13  88  62  43
  27  42   3  69  17  82  82  61  32  45
  42  26  61  54  19  99  89  70 100  27
  38  19  84   5  45  52  92 100  40  45
  56  42  30  40  86  90  14   8  12  98
  68  73  21  97  39  18  95  58  27  50
  83  72  75  51  51   9  86  44  63  10
  56  57  85  95  92  76  47  80  94  52
  72  46  56  83  22  37  92  32  56  19
  91  68  19   5   3  66  85  22   0  64
  62  57  23  39  96  24  54  92  88  20
  47   9  46  34  45  14  82  10  51  23
  12  55  84  50  63  82  29  86  84  36
  48  53  78  80  57  89  93  93  16  44
  31  22  53   2  48  45   5  76  81  94
  12  16  87  32  40  27  32  83  51  19
  19  76  58  51  33  44  73  85  99  24
  26   3   4   2  60  55  75  27  88  39
  73  41   9  11  86   6  51  78  14  94
  62   4  88  15  27   2  23  24  34  80
  74  76   8  47  77  10  80  52   4   4
  55  30  21  44   1   8  71  32  60  78
  93  57  54  76  38  52  38  97  50  13
  36  43  54  68  64  82  26  30  67  11
   5  67  79  37  61  34  86  90  35  29
   7  42  26  99  34   8  87  38  95  96
  68  23   9  83  73  21  64  64  61  49
  45  37  99  84  64  84  49  55  90  19
  90  53  80  64  39  90  91  90  32  79
  41   6  41  24  81  59  99  20  55  58
  97  62  81  26  84  74  90  67  25  82
 100 100  80  20  61  58  63  80  54  28
  45  50  76  11   6  97  45  23   4  15
  90  59  94  69  28  16  39  91  38  29
  30  84  57  72  60  29  47  43  49  69
  86   7   9  56  74  38  37  22  19 100
  19  32  30   1   1  50  20   5  66   6
   7  93  50  49  37  88  86   2  61  79
  84  37  24  45   4  89  40  79  74  19
 100  86  73  27   2  58   6  41   6  53
  46  51  41  18  98  41  27  43   3  98
  80  32   3  95  65  60  27  62  12  59
  86  48   0  49  41   7  20  19  76  97
  94  71  64  41  60   4  31  46  18  21
   5   4  59  48  77  51  42  41  91  37
  40   6  34  90  35  63   5  22  12   6
  42   9  98  94  48  38   9  94   5  61
  12  69  85  79  63  58  92  73  71  72
  43  76  63  69  64  77  67  55  43  93
  73  54  40  70  98  90  36  45  30  69
  66  37  59  97  31  46  74   2  74  95
   4   7  91   0   1  51  26  87   8  64
  40  61  21   5  81  59  82  85  29  58
  74  82  27  52  28  96  20  45  35   3
  33  51  73  79  79  50   5  23  74  66
  73  45  91  85  32  37  86   8  26  12
  16  21  97  96  66  90  68  98   0   9
  48  88  38  91  85  75  33  34  48  89
  80   6  98  84   4  91  77  97  38  79
  18  69  30  74  81  48  93  84  32   6
  27   4  82  59  33  55  66  53  10  90
  96   3  87  83  25  69  29  43  69  79
  45  57  59  93  34   6  36  35  27  25
  45  14  10  48  66  81  56  10  22  65
  37   1  82  25  70   1  62  57  37  86
   0  49  72  89  97  95  84  52  31  62
  83  42  59  21  25  88   9  71  63  14
  48  60  80  80  11  72  61  53   6  98
  54  72  33  44  74  31  16   0   4  73
  70  15  28  98  57  11  11  96  99  59
  51  11   2  48  54  34  82  11  62  68
  68  55  92  85  46  58   4  29  77  85
   3  78  19  90  64  49  49  81  96  28
  63  42  87  83  15  47  51  26  16  79
  70   7  90  10  73  22  67  93  62  18
  62  61  77  27  85  28  66 100  10  43
  84  39   4  81  96  45  52  48 100  56
  26  82  51  37  28   4  98  30  13   3
  26  13  97  57   4  60  56  43  20  21
  77  14  59  33  64   7   3  81  32  27
  51  46   3  57  18  72  77  75  36  42
  52  28  54  31  98  45  94   4  53  58
  16  16  52  40  95  26   5  90  31  80
  70  58   5  98  22  51  80  50  14   5
  33  98  38  90  77  69  23  63   9  35
  18  77  22  29  68  96  66  97  61  95
  24  88  54  41  68  66   8  36  89  14
   3  67  12  56  20  43  75  36  77  42
  60  90  61  22  80  50  21  32  26  95
  45  32   0  29  12  27  83   1 100   9
  66  89  70   1  40  77  96  57  98  75
  92  19  31  59  38  90  91  11  51  52
  77  19  71  86  60  83  67  15  89  91
  68   4  45  51  69  12  55  40  71  71
  65  42  34  43  39  66  80  78  28  69
  39  18  50  16  35  88  87   7  35  32
  78 100   3  69  19  86  15  39  94  23
  84   3  48  83  29  52  45  61   2  73
  95  83  66  81  20  54  96  58  36  63
   0   2  75  28  99  85  90  18  90  15
   8  46  49  20  40  87  36  58  96  75
  39  45  26  16  99  92   7  80  29  39
  14   3  79  37   3  70  25  90  78  53
  42  21  25  46  94   3  54  48   8  36
  85  61  47  80  14  31  13  54  62  41
   3  27  48  16  52  15  80   5  96   9
  41  74  25  50  48  52  22  20  84  10
  41  10  78  98  69   0  16  85  48  56
  43  13  15  44  70  87  95  78  99  27
  38  35  17  99  83   3  67  30  17  59
  64  25   3  70  13  81  95  11  60   9
  27  67  76 100  90  73  33  61  76  73
  89  93  52  43  96   9  36  19  94  52
  81  83  66  80  81  29  52  80  71  52
  31  48  13  44  41  57  90  15  88  47
  19  41   4  47  60  54  27  42  96  11
  48  73  17  55  88   3  48  67  17  68
  92  15  33  21   0  21  97  91  63  43
   5  51  26  23  19  88  77  54  68  14
   4  88  17  95  92   9  10  29  75  96
  92  66  53  30  51  62  70  62   2  28
  85  32   2  60  21  31  43  31  66  33
  94  65  65  91  28  84  40  43   2  71
   2  35  49  92   2  89  98  97  84  85
  75  87   5  48  75  19   5  29  21  22
  87  66  63  92   8  41  35  15  94  32
  50  74  32  90  75  75  72  25  34   1
  88  71  16  65  20  56  27   7  56  90
  12  69  69  73  55  86  11  68  98  23
  89  68  18  66  33  61  74  48  80  97
  29  38  30  86  48  74  73   9   9  93
  78  36   0  25  31  72  87  76  40  23
 100   8   2  15  64  23  67  57  47  84
  23  53  91  81  13  83  62   1  77  41
  55   9  38  37   9  91  15  78  38  71
  65  43  77  76  10  99  60  45  73  83
  97  95  35  76  85  54  46  76  40  73
  22  50  34  72  31  69  23  63  44  11
  21  11   0  85  79  86  88  71  89  25
  88  81  73  38  28   7  89  92  13  52
  18  28  92  40  22  56  48  14  53  74
  16  11  32   5   0  38  32  30  11  77
  78  77  19  66  88  48  33   8  91  35
  51  58  98  61  69  10  58  69  56  69
  83  32  40  75  89  30  75  67  21  88
  44  29   9  21  58  79  26  44  40  92
  86  95  62  11  54   9  86  14  81  75
  14  27  14  98  37  25  12  36  53   7
  37  72  95  49  49  32  41  99  59  95
  33  71  83  93  82  26  41  67  39  15
  48  20  43  94  49  52  65  75  51   0
  66  84  92  48   1  59  51  75  37  93
  51  31  20  36  96  34  65   8  56  76
  22  68  52   4  35  36   7  26  97   4
  90 100  89  88  45  34  45  40  17  33
  43  96  48  91  34  68  51  49  64  24
  36  26  19  29   7  63  65  89  23 100
  35  98  45  35  80  61  98  80  23  80
  73  14  84  82   8  40  90   4  56  99
  84  88  29  18  78  41  47  37  48  33
  77  66  79  66  73  68  22  92  40   9
  97  96  68   5  21  68  78  18  72  98
   1  95  60  17  97  67  54  47  10  41
  85  80  86  14  56  26  66  98  60  89
  13  56   6   6  81  51   4  95  82  40
  18  65  88  20  47   6  31  78   9   9
  38   2  53  82  68   3  61 100  53  78
  90  40  84  91  10  23  74   7  26  46
  74  52  80  12  30  30  98  57   5  42
  90  63  24  79  54  99  97  70  15  27
  43  95  73  53  66  52  44  36  91  57
  49  46  89  76  20  34  41  24  78  92
  22  14  20  14  92  89  11  27  94   5
  51  42  12   8  78  87  37  97  53  90
  41  42  92  38  58  83  96  87  42  18
  77  75  32  87  28  21  32  18  69  19
   0  34  95   9  26  49  22  43  96  98
  56  53  11  71  82  95  15  41  19  69
  55  79  91   3  20   7   5  95  52  29
  99  35  53 100  57  53  27  18  25  73
  71  98  52  86  97  65  85  57  90  63
  38  15  67  75  96  61  23  89  64  82
  70  31  90  20  36  22  77  55  83  52
  40  41  48  16  35  17  34  59  98  22
   6  96  21  61  66  20  63  51  17  88
  69  79  76  47  39  51  29  24  80  38
  47  47  86  98  59  28  94  35  93  46
  49  61  47  45  85  41   1  45  22  48
  88  77  55  77  34  57  78  24  15  94
  16  56  69  84  52  35   8  85  64  95
   5  79  68  19  19   1  83  62  99  18
   5  80  30   1  80   6  16   1  96  25
  75  97  77  74   2  12  83  71  91  95
  28  95  74  31  77  86  42  67  33  27
  84  53   0  76  69  40  53  13  65  39
  17  54  12  40  58  21  26  52  57  87
  96  99  89  86  33  70  48   5  84  73
  88  53  39  80  69  60  77   5  75  56
  47  97  58   9  45  56  27  30   5  31
  14  17  95  74  99  67  56  42  54  57
  89  37  44 100   9  63  12  16  78 100
  50  43  68  56  97  92   4  31  13  25
  61  38  57  65   4  59  31  41  16  65
  90   8  55  59  73  40  41  48  52  90
  37  98  69  38  60  22  31   7  45  37
  45  12  70  64   1  15  36  26  33  61
  57  74  32  31  46  44  41  67  77  83
  81   8  77  61  93  46  52  34  80  46
  36  52  51  75  13  59  39  65   1  47
  41  43  33  56  57  55 100  56  11  77
  43  75  91  62  31  29  43  68  36  58
  92  73  15   8  23  46  82   8  32   9
  26  12  54  46  86  34  42  95   0  78
  56  79  20  59  17   4  58  45   5   9
  83  92  27  38  81  91  37  97  35  23
  44  20  99  54  41  56  92  40  73  21
  76  60   0  40   6  25  62  48  34  98
  45  32  51  52  29  78  93  20  92  56
  76  41   5  60  20  23   5  43  28  44
  10  32  39  41  79  50  34   4  78  93
  86  22  21  30   7  58  53  12  84  22
  60   6  80  53  58   4  40 100  46  24
  96  80  54  65  20  56  37  80  65  58
  71  13  58  31  54  62  74  93  43  85
  24  28  38  43  16   5  84  22  31  32
  56  85  61  22  91  70  48  49  48  40
  93  57  63  44  64  84   8   8  95  62
  66  26  84  56  93   8  47  70  30  15
  60  29  57  44  41  73  29  48  26  89
  45  25  98  28  11  96  72  85  77  22
  23  52  36  70  39  86   2   0  74  25
  80  20  30  30  15   4  89  37   4 100
  54  19   0   1  13  67  77  16  56  47
  40  32   3  49   1  93  63  15  19  82
 100  16  50  83  18  33  55  99  39  71
   6  73  94  39   4  34   5   5  46  71
  37  60  64  41  95  40  61  34  17   1
  51  21  34  19  15  46  40  22  39  85
  69  39  82  46  65  68  20   7  46   5
  73  42  60  66   7  25   0   9  12  14
  90  33  13  33  14  35  23  29  66  63
  31  72  86  71  63  69  72  46  68  34
  27  12  27  20  16  77   6  58  51   8
  37  13  59  35  11  29  27  79  92  12
  48   4   5   0  95  41  53  86  50  55
  94  40 100  33  83  11  98  39  77   6
   5  80  25  63  91  14   6  11  25  60
  72  33  69  67  42  94  44   3  90  67
  70  12   7  89  56  27  37  48  19  55
  21  88  51  40  17  80  69  45  12  72
   4  41  90  48  78  90  10  18  60  53
  71  32  34  35  32  88  69  59  19  70
  61   2  51  89  93  56   2  23  48  96
  18  38  29  50  88  17  45   2  15  15
  82  83  58  63  12  80  50  44   8  96
  58  64  53  74  51  25  38  98  52  17
  23  65   8  63  62  16  60  91  44  79
  43  99  17  40  19  42   9  39  80 100
  46  73  23   4  95  33  24  15  23  86
  19  94  80  35  63  52  10  80  28  91
  96  48   1  72  77  53  18  12  68  71
  61  35  60  94  87  65  99  72  17  86
  33  88   3  65  28   6  23   7  71  80
  78  17  37  72  90  90  72  28   3  83
  92  74   9  13  83  85  96  99  55  58
  81  77  59  19  88   0  82  11  39  74
  73  60  30  15  90  94  88  92  45   3
  70  99  13   9  90  53  82  47  17  88
   4   4  68  51  88  25  97  34  73  69
  96  64  38  72  26  61  31  75  25  20
  34  56  19  29  38   9  86  16   4  76
  90  73  22   9  20   8  20  99   6  76
  24  59  95  73  52  36  50  66  41  28
  43  67  72  28  25  15  72  76  76   9
  57  31  96  62  43  63  81  29  88  31
  76  21  41  26  45  80  53  31  92  10
  64  82  12  94  70  15  38  44  70  24
   9  32   6  91  31  12  67  85  87  96
  42  35   6  42  34  17  19  82  97  84
  73  77  94  70  30  76  79  16  78  93
  94  40  76  72  53  16  40  88  53  80
  56  59  70  68  48  97  53  97  40   9
  42  62  86  74  30  70  91  86  25  29
  11  24  86  67  18  67   1  39  28  12
   2  64  36   4  48  71  40   0   0  52
  89  24  99  95  14  82  97  51  75  73
  33  19  59  84  13  92  38  91  78  72
   8  29  91   7  86   2  14  13   3  97
  46  19  26  80  21   9  36   2  81  24
  24  40  51  68  50  90  26  67   5  50
  97  27  32  96  81  65  53  27  94  63
  78  62  32   7  70  29   9  80  99  25
  13  60  76  27  22  61  30  38  20  80
  61  82  24  68  73   6  26  71  81  94
 100  15  99  97  66  62 100  70 100  63
  37  36  77  22  93  67  20  80  75  61
  50  37   9  15  92  39  35  82  50  94
  29  72  37   5  42  81   1   2  94   1
  81  73  94  15  25  24  64  27  36  54
  75  71   2   6  69   1  57 100  63  52
  64  25  16  54  56  21  71  45  15  34
  63  54  59  14   8  56  85  66  65  60
  76  92  12  76  29  61  76  88  23   5
  55  71  77  23  78  89  22  26  60  32
  72   1  19  48  52  62  48  95  10  12
  64  87  76   5  20  67  48  81  48  51
  51  49  13  25  90  31  56  67  15  38
  77  47  76  30  17   8  16  31  88  84
  61  91  17   6  68  30  42  21  66  53
  24  24  63  58  37  15  83  56  31  66
  81  79  28  18   8   9  58  56  18  59
  17   2  15  91  10  88  34  50  76 100
   1  71  15  76  15  94  36  98   3  51
  30   9  15  51  39  87  31  31  21  54
  64  32  35  74  74   1  67  26  78  41
  51  16   9  17  34  20  98  76  71  82
  58  65   6  48   1  81  99  13  19  34
  91  66  35  11  50  44  68  15  99  89
  56   9  45  69  27  63  82  14  18  66
   5  26   6  55  44  46  49  51  23  52
  46  92  16  14  32  69  73   6  37  76
  51  15  23  64  19  83   1  64  48   5
  57 100  79  90  93  16  47  21  80  66
  51  70  20  83  80  13  20  14  43  53
  23  38  70  73  40  41  91   4  22  82
  15  90  91  42  93  22  96  27  42  85
  51  95  31  12  36  55  17  28  43  55
  58  75  57  75  61  89  92  82  99  59
  62  70  45  63  96  22   7  46  47  49
  57  91  17  60  55  48  13  65  59  32
  67  55  91  32  61  59  94  86  26  32
  71  65  87  46  29  20  19  48  81  92
  68  88   3  20  33  56  65  51  53  44
   5  63  86  47  24  22  73  25   4  34
  89  44  87  48  97  94  12  88  42  12
  42  95  80  79   9  30  90  72  57  69
  17  59  96  14 100  31  13  39   4  69
  80  47  97  43   7  91   9  46  48   8
  60  42  28  54  80  50   3  67  52  16
  97  15  21  76   6  75  70  64  61   4
  55  44  75  58  41  66  72  92  85  18
  93  49  16  75 100  53  19  71  94  24
  24  49  99  97  43   9  14   9 100  15
   0  11   6  18  47  20  34  78  62  39
  31  91  58  84  11  17  21 100  81  27
  97  75  94   1  37  88  84  62  70  73
   2  65  29  17  52  33  79  28  32  46
   7  30  44  27  97  18  51  25  93  85
  61  51  70  53  18  59  50   2   7  26
  29  25  90  73  43   4   1  89  64  44
  70  99  27   7  17  78   9  49  46  26
  97  99  78  70  16  67  99  23  11  10
  99  24  62  55  64  81  24  58  16  26
   0  95  40  48  30  15   8  81  25   2
  60  19   8  73  12  99  95  14  10  27
  70  79  35  66  99  53  96  99  70  41
  73  24  24  86  49  65  84   0  61   7
  87  16  52  14  64  92  29  47  21  86
  30  75  23  84  90  69  11  84  78   7
  96  43  73  84  65  44  98  59   5  14
  23  70  73   5  92  14  92  61  43  43
  15  52  95   1  79  15   1  52  88  93
  85  63  22  88  93  37  64  56  78  45
  80  35  38  69  89  34  71  83  19  86
  80  96  32  70  18  12  76  21  32  39
  95  63  77  96  27  98  88  49  17  78
   6  67  50  89   1  60  66  55  29  16
